MSSubClass,LotArea,YearBuilt,GrLivArea,MasVnrArea,SalePrice
20,7314,2007,1232,82,194500
90,11475,1958,1776,95,110000
30,6240,1925,1208,0,103000
120,5389,1995,1616,0,236500
80,9590,2003,1146,442,187500
60,11404,1998,2031,202,222500
20,10000,1961,1144,0,131400
20,8978,1968,948,0,108000
75,10800,1914,1768,0,163000
90,8544,1950,1040,0,93500
60,10463,2005,1801,0,239900
90,10800,1987,1200,0,179000
60,9313,2004,1728,0,190000
70,9600,1910,1432,0,132000
20,6768,1961,912,0,142000
20,8450,2000,1349,108,179000
80,12886,1963,1464,0,175000
120,5395,1993,1337,0,180000
60,8963,1976,2715,289,299800
60,8795,2000,2256,0,236000
70,11700,1880,2640,0,265979
20,10593,1996,1720,338,260400
50,8405,1945,1529,0,98000
50,8800,1910,1140,0,96500
60,7750,2003,1320,0,162000
20,9236,1997,1494,0,217000
60,10240,2005,2098,178,275500
20,7930,1969,1026,0,156000
160,3230,1999,1471,894,172500
60,10769,2007,1768,0,212000
60,11616,1978,1386,328,158900
160,2280,1999,1501,360,179400
60,12257,1995,2531,513,290000
20,9100,1959,864,0,127500
30,6911,1924,1301,0,100000
60,8640,2009,1547,0,215200
60,9430,1999,2365,673,337000
120,9549,1995,1494,0,270000
20,14587,2008,1506,284,264132
60,10421,1988,1714,42,196500
50,12508,1940,1750,0,160000
20,9100,2004,1836,0,216837
60,53504,2003,3279,603,538000
85,7252,1982,858,0,134900
20,8877,1951,1220,0,102000
80,7819,1976,1117,0,107000
20,10150,1958,912,1,114500
20,14226,2006,1973,375,395000
120,4500,1998,1204,320,162000
20,11210,2005,1614,240,221500
20,13350,1974,894,0,142500
90,8400,1977,2020,320,144000
90,10530,1977,1004,90,135000
20,7875,1995,1253,38,176000
60,7153,1992,1603,0,175900
20,16285,2001,1430,0,187100
85,9101,1978,1110,104,165500
75,6300,1914,1484,0,128000
20,9790,1967,1342,0,161500
50,10800,1915,1652,0,139000
60,10142,2004,2084,0,233000
20,6000,1954,901,0,107900
60,12205,1966,2087,157,187500
120,3182,2005,1145,11,160200
80,11333,1976,1062,0,146800
60,9920,1996,2013,0,269790
20,9158,2007,1496,140,225000
60,10832,1994,1895,0,194500
60,8400,1980,1564,130,171000
20,8197,1977,1285,148,143500
20,7677,1953,773,0,110000
60,13518,2008,3140,860,485000
50,7200,1937,1768,252,175000
60,12798,1997,1688,0,200000
30,4800,1916,1196,0,109900
60,8199,2005,1456,0,189000
60,13891,2008,2822,424,582933
20,9000,1954,1128,0,118000
20,12274,2008,1428,256,227680
80,9750,1967,980,0,135500
70,21384,1923,1576,0,223500
80,13400,1966,1086,1047,159950
75,8100,1898,2138,0,106000
20,10140,1974,1309,99,181000
120,4438,2004,848,169,144500
20,8712,1952,1044,0,55993
20,9750,1958,1442,243,157900
50,8248,1918,1250,0,116000
20,12137,1998,1661,442,224900
20,11425,1954,1008,0,137000
20,13265,2002,1689,148,271000
80,8816,1971,1052,80,155000
120,6371,2009,1358,128,224000
60,7226,2003,1640,0,183000
20,6000,1953,936,0,93000
60,12394,2003,1733,0,225000
50,9900,1940,1489,0,139500
20,11216,2006,1489,0,232600
20,14803,2007,2084,816,385000
45,6130,1924,784,0,109500
20,8529,2001,1434,0,189000
60,28698,1967,2126,0,185000
160,2544,2005,1223,0,147400
20,11900,1957,1392,387,166000
160,3180,2005,1200,0,151000
60,9548,2003,1829,223,237000
20,10004,1964,1516,180,167000
20,7875,1961,1144,136,139950
20,9600,1950,1067,0,128000
30,8100,1948,1559,0,153500
160,1680,1973,987,158,100000
20,9525,1995,1099,0,144000
50,11767,1946,1200,0,130500
70,12155,1925,1482,0,140000
70,10440,1904,1539,0,157500
80,9020,1966,1165,183,174900
90,8000,1961,1800,0,141000
50,12665,1915,1416,0,153900
85,16647,1975,1701,0,171000
60,9317,1993,1775,137,213000
20,15523,1972,864,0,133500
50,45600,1908,2358,0,240000
80,9600,1976,1855,360,187000
120,4435,2003,848,170,131500
120,3196,2003,1456,40,215000
75,7128,1941,1646,0,164000
80,12095,1964,1445,115,158000
20,17920,1955,1779,0,170000
20,6897,1962,1040,0,127000
80,10970,1978,1026,0,147000
60,8125,1994,1481,0,174000
20,10400,1976,1370,189,152000
60,11029,1968,2654,220,250000
50,7642,1918,1426,0,189950
190,11625,1965,1039,0,131500
20,9672,1984,1097,0,152000
20,7931,1959,1148,0,132500
20,8640,2007,1372,0,250580
20,8750,1970,1002,76,148500
20,10656,2006,1646,274,248900
20,6970,1961,1120,0,129000
60,14762,1948,2320,0,169000
60,9938,1993,1949,246,236000
20,6600,1962,894,0,109500
60,8750,1998,1682,116,200500
20,8892,1953,910,0,116000
40,12144,1949,1268,0,133000
50,5720,1941,1131,0,66500
60,9000,2007,2610,0,303477
20,25286,1963,1040,0,132250
60,8834,2004,2224,216,350000
85,11782,1961,1155,0,148000
20,7000,1978,864,90,136500
20,7024,2005,1090,0,157000
50,13758,1990,1717,117,187500
60,9636,1992,1593,0,178000
75,6204,1912,2230,0,118500
20,7150,1967,892,60,100000
120,5119,1999,1709,60,328900
90,8393,1959,1712,122,145000
50,16466,1955,1393,0,135500
20,15865,1970,2217,0,268000
20,12160,1953,1505,90,149500
50,8064,1949,924,0,122900
60,11184,1978,1683,92,172500
20,8414,1963,1068,0,154500
20,13284,1954,1383,0,165000
90,7018,1979,1535,0,118858
60,7056,1963,1796,415,140000
30,8765,1936,951,0,106500
90,7018,1979,2240,0,142953
20,12919,2009,2364,760,611657
20,6993,1961,1236,0,135000
20,7340,1971,858,0,110000
20,8712,1957,1306,0,153000
60,7875,2003,1509,0,180000
20,14859,2006,1670,27,240000
20,6173,1967,902,75,125500
20,9920,1954,1063,110,128000
20,13501,2006,1636,208,255000
50,11500,1936,2057,0,250000
20,8885,1983,902,0,131000
60,12589,2005,1484,0,174000
90,11600,1960,2274,361,154300
20,9286,1977,1268,0,143500
30,6120,1925,1015,0,88000
90,6270,1949,2002,0,145000
160,3000,2009,1224,76,173733
160,2001,1970,1092,80,75000
20,9000,1949,480,0,35311
20,17140,1956,1229,0,135000
60,13125,1991,2127,0,238000
20,11029,1958,1414,0,176500
60,8462,1994,1721,105,201000
90,8777,1900,2200,0,145900
20,10237,2005,1316,0,169990
120,8012,1993,1617,0,193000
20,10240,1980,1686,157,207500
20,15611,1977,1126,0,175000
60,11999,2003,2374,340,285000
60,9900,1968,1978,342,176000
20,11838,2001,1788,0,236500
60,13006,1997,2236,285,222000
20,8925,2007,1466,0,201000
20,9100,1965,925,0,117500
20,11670,2006,1905,302,320000
20,8487,2004,1500,210,190000
20,27650,1960,2069,0,242000
30,5825,1926,747,108,79900
20,10083,2003,1200,0,184900
60,9675,2005,1971,0,253000
60,8760,2006,1962,0,239799
70,24090,1940,2403,0,244400
90,12640,1976,1728,0,150900
60,8755,1999,2060,298,214000
90,7711,1977,1440,0,150000
90,25000,1967,1632,0,143000
20,14375,1958,1344,541,137500
50,8820,1890,1869,0,124900
80,8163,1959,1144,128,143000
20,14536,2002,1629,236,270000
60,14006,2002,1776,144,192500
20,9360,1972,1381,0,197500
20,7200,1950,864,0,129000
20,7800,1965,965,0,119900
85,7200,1972,768,0,133900
60,11075,1969,1968,232,172000
90,9400,1975,980,250,127500
90,7136,1946,1958,423,145000
160,1300,1980,1229,0,124000
20,7420,1962,1057,0,132000
20,8450,2003,1337,0,185000
160,2572,1999,1416,0,155000
20,7207,1958,858,0,116500
60,12227,1977,2872,424,272000
160,2308,1976,1548,0,155000
20,11923,2007,1800,0,239000
60,11316,2002,1894,44,214900
60,10237,2005,1484,0,178900
50,9600,1940,1308,0,160000
20,7390,1955,1098,151,135000
50,5925,1910,968,0,37900
190,10382,1958,1095,105,140000
50,10800,1949,1192,0,135000
160,2268,2003,1626,106,173000
120,7892,1979,918,0,99500
20,11639,2007,1428,0,182000
70,11414,1910,2019,0,167500
160,2651,2000,1382,0,165000
30,5900,1923,869,0,85500
120,4274,2006,1241,0,199900
20,9450,1954,894,0,110000
20,8816,1963,1121,0,139000
85,12122,1961,999,210,178400
60,12203,1998,2612,975,336000
20,3182,2007,1266,16,159895
60,11250,2002,2290,0,255900
90,10125,1977,1734,0,126000
190,10880,1950,1164,0,125000
50,5310,1910,1635,0,117000
20,10159,2009,1940,450,395192
60,12046,1976,2030,298,195000
60,8125,2006,1576,0,197000
60,9452,1997,2392,423,348000
70,17671,1882,1742,0,168000
60,9760,1964,1851,340,187000
60,8846,2005,1500,0,173900
20,12456,2006,1718,230,337500
50,4712,1946,1230,0,121600
20,10659,1961,1050,0,136500
20,11717,1970,1442,571,185000
30,9786,1922,1077,0,91000
20,6762,2006,1208,24,206000
20,10206,1952,944,0,82000
30,5400,1920,691,0,86000
20,11957,2006,1574,53,232000
90,11500,1976,1680,164,136905
120,3182,2005,1504,16,181000
80,8385,1977,985,220,149900
20,12155,1970,1657,0,163500
160,2217,1970,1092,0,88000
20,12118,2004,1710,108,240000
50,6000,1926,1522,0,102000
50,21286,1948,1271,0,135000
90,9825,1965,1664,0,100000
70,10592,1923,1502,0,165000
30,7200,1910,1022,0,85000
20,11664,1948,1082,206,119200
60,8400,2001,1665,0,227000
20,11883,1996,1504,196,203000
120,5814,1984,1360,0,187500
80,10784,1991,1472,76,160000
120,3013,2005,1506,145,213490
20,7024,2005,1132,0,176000
20,7406,2006,1220,84,194000
50,9439,1930,1248,0,87000
120,3182,2005,1504,14,191000
20,15498,1976,2898,0,287000
20,7700,1972,882,0,112500
20,9300,1960,1264,324,167500
20,9520,2007,1646,338,293077
50,9492,1941,1376,0,105000
160,1680,1972,1218,281,118000
190,7082,1916,1928,0,160000
75,15863,1920,3082,0,197000
60,14541,1993,2520,0,310000
20,8125,2002,1654,295,230000
30,6305,1938,954,0,119750
20,11500,1957,845,0,84000
20,12898,2007,1620,70,315500
60,9240,2001,2263,396,287000
160,1533,1970,1344,0,97000
180,1477,1970,630,0,80000
20,13125,1957,1803,67,155000
60,9130,1966,1632,252,173000
120,5381,2005,1306,135,196000
60,11839,1990,2329,99,262280
20,9600,1981,2524,0,278000
20,13680,1955,1733,0,139600
60,16056,2005,2868,208,556581
20,9245,1994,990,0,145000
20,21750,1960,1771,75,115000
20,11100,1946,930,0,84900
20,8993,2007,1302,0,176485
20,11175,2007,1316,0,200141
60,9500,1964,1977,272,165000
20,8562,1957,1526,145,144500
60,11367,2002,1989,210,255000
20,11361,1976,1523,160,180000
120,7052,2005,1364,240,185850
60,29959,1994,1850,0,248000
60,11308,2008,2184,154,335000
50,11275,1932,1991,480,220000
120,4920,2001,1338,0,213500
30,18000,1935,894,0,81000
190,13600,1900,2337,0,90000
30,6000,1925,1103,0,110500
20,11000,1966,1154,200,154000
60,14000,1996,2260,0,328000
60,7837,1993,1571,0,178000
60,9760,1964,1611,360,167900
160,3964,1973,2521,0,151400
45,9600,1949,893,0,135000
20,10152,1956,1048,120,135000
60,11700,1968,1556,0,154000
50,7585,1948,1456,0,91500
60,7950,1977,1426,140,159500
20,8556,2006,1240,0,194000
70,13125,1940,1740,0,219500
50,10800,1936,1466,0,170000
20,15870,1969,1096,0,138800
120,4435,2004,848,169,155900
20,8775,1994,990,0,126000
20,11040,1971,1258,144,145000
20,7500,1963,1040,0,133000
20,8749,2002,1459,100,192000
20,8800,1964,1251,425,160000
60,13031,1995,1498,0,187500
85,9069,1992,996,0,147000
160,1974,1973,1092,0,83500
60,10574,2005,1953,0,252000
160,2522,2004,1709,50,137500
120,3316,2005,1247,0,197000
90,8544,1950,1040,0,92900
160,2160,1999,1252,212,160000
50,8400,1925,1694,0,136500
20,9230,1965,1200,166,146000
20,5868,1956,936,0,129000
20,9317,2006,1314,0,176432
70,6882,1914,1355,0,127000
120,3696,1986,1088,0,170000
50,6000,1936,1324,0,128000
20,11880,1978,1601,206,157000
30,8400,1920,438,0,60000
20,9758,1971,950,0,119500
20,7000,1960,1134,45,135000
20,8910,1959,1194,0,159500
160,2016,1970,1302,304,106000
60,12256,1994,2622,362,325000
20,10357,1990,1442,0,179900
60,23257,2006,2021,0,274725
60,8063,2000,1690,0,181000
20,11362,2004,1836,42,280000
60,8000,1995,1658,0,188000
60,10480,1976,1964,660,205000
20,7100,1957,816,0,129900
20,8923,1953,1008,0,134500
20,5400,1954,833,0,117000
20,12085,2007,1734,328,318000
80,7750,2002,1419,0,184100
20,9764,1967,894,0,130000
80,13825,1958,1601,0,140000
20,7560,1959,1040,0,133700
30,8263,1920,1012,0,118400
20,10084,2005,1552,196,212900
20,8926,1956,960,0,112000
20,9405,1947,698,0,118000
80,9125,1992,1482,170,163900
20,10434,1955,1005,0,115000
120,3684,2007,1555,130,174000
20,14572,2004,1530,0,259000
60,11796,2004,1959,0,215000
90,7200,1980,936,180,140000
50,7804,1928,1981,0,135000
20,10712,1991,974,0,93500
70,9900,1880,2210,0,117500
60,9828,1995,2020,0,239500
60,8773,1997,1600,0,169000
30,6180,1926,986,0,102000
50,9600,1950,1252,0,119000
50,6342,1875,1020,0,94000
20,9819,1977,1567,0,196000
30,8731,1920,1167,0,144000
20,7350,1951,952,0,139000
60,10304,1976,1868,44,197500
60,9965,2006,2828,340,424870
20,9000,1959,1006,0,80000
190,12180,1941,924,0,80000
50,6240,1928,1576,0,149000
20,11200,1985,1298,85,180000
70,12000,1941,1564,0,174500
50,5700,1926,1111,0,116900
70,9000,1920,1482,0,143000
20,8280,1950,932,0,124000
20,17755,1959,1466,132,149900
20,14115,1956,1811,0,230000
30,5890,1930,816,0,120500
60,13700,1965,1820,288,201800
20,10768,1976,1437,0,218000
80,9350,1965,1265,0,179900
120,5001,2007,1314,166,230000
20,11932,2007,1580,186,235128
60,9120,1974,1876,270,185000
160,2280,1978,1456,0,146000
20,14778,1954,1640,72,224000
20,8724,1968,894,0,129000
90,12900,1969,1258,0,108959
80,16157,1978,1432,0,194000
20,9541,2009,1502,268,233170
20,10475,2008,1694,72,245350
60,10852,2000,1671,0,173000
70,13728,1935,2108,0,235000
60,35760,1995,3627,1378,625000
80,9880,1977,1118,0,171000
20,9120,1958,1261,0,163000
160,4017,2006,1250,0,171900
50,18030,1946,3086,0,200500
70,16560,1932,2345,0,239000
50,10678,1992,2872,337,285000
20,6951,1984,923,0,119500
50,3950,1926,1224,0,115000
50,7681,1921,1343,0,154900
20,8335,1954,1124,0,93000
60,11170,1990,2514,0,250000
120,5587,2008,1652,186,392500
60,15623,1996,4476,0,745000
30,10800,1920,1130,0,120000
20,35133,1963,1572,226,186700
50,9738,1924,1221,0,104900
190,10615,1900,1699,0,95000
20,12461,1994,1624,0,262000
60,8935,2002,1660,95,195000
60,7500,1999,1804,0,189000
190,32463,1961,1622,149,168000
160,2645,1999,1441,456,174000
50,9600,1925,1472,0,125000
120,4500,1999,1224,425,165000
60,9364,1969,1352,143,158000
60,8029,2005,1456,0,176000
60,14054,2006,1863,0,219210
75,8850,1916,1690,0,144000
20,9100,2001,1212,0,178000
20,11235,1963,1382,51,148000
20,9353,1970,864,0,116050
60,10400,1998,1779,0,197900
50,6000,1925,1348,0,117000
20,9750,2000,1630,171,213000
20,10140,1975,1074,0,153500
20,14684,1990,2196,234,271900
20,8900,1966,1056,0,107000
20,9135,2003,1700,120,200000
20,7763,1962,1283,0,140000
20,10182,2006,1660,420,290000
60,11218,1992,1845,0,189000
50,12134,1988,1752,0,164000
30,9340,1941,672,0,113000
80,10246,1965,960,0,145000
85,10205,1962,999,0,134500
20,7094,1966,894,0,125000
90,8930,1978,1902,0,112000
20,8640,2009,1314,72,229456
50,6240,1947,912,0,80500
160,1680,1971,1218,236,91500
20,7800,1964,912,0,115000
20,8250,1968,1211,0,134000
50,10496,1949,1846,320,143000
20,10680,1951,2136,44,137900
60,15384,2004,1490,0,184000
80,10482,1958,1138,63,145000
60,14598,2007,1933,74,214000
20,8872,1965,912,300,147000
120,8769,2008,1702,766,367294
80,7910,1960,1507,0,127000
90,18890,1977,2620,1,190000
90,7728,1962,1190,120,132500
90,9842,1962,1224,0,101800
20,12160,1959,1188,180,142000
70,8525,1911,1964,0,130000
70,13132,1914,1784,0,138887
160,2628,2003,1626,106,175500
60,12393,2004,1948,0,195000
20,13072,2005,1141,0,142500
20,9037,2006,1484,32,265900
60,8158,2003,1768,252,224900
20,9849,2007,1689,0,248328
85,10625,1974,1173,81,170000
20,13891,2006,2076,0,465000
70,11435,1929,1517,0,230000
80,12090,1984,1868,74,178000
60,8125,2005,1553,0,186500
80,12328,1976,1034,335,169900
75,9600,1917,2058,0,129500
20,7200,1950,988,0,119000
20,11160,1968,2110,0,244000
120,3136,2003,1405,163,171750
20,9858,1968,874,0,130000
60,17542,1974,2167,0,294000
60,6931,2003,1656,92,165400
50,6240,1931,1367,0,127500
20,14303,1994,1987,554,301500
30,4060,1922,864,0,99900
80,9587,2005,1166,182,190000
20,9750,1969,1054,0,151000
60,24682,1999,1675,0,181000
20,9600,1956,1050,0,128900
50,11250,1957,1788,0,161500
70,13515,1919,1824,0,180500
120,4060,1998,1337,0,181000
160,3735,1999,1452,218,183900
190,10120,1910,1889,0,122000
20,13214,2008,2018,0,378500
50,14100,1935,3447,632,381000
50,11344,1958,1524,180,144000
40,23595,1979,1524,0,260000
20,9156,1968,1489,0,185750
20,13526,1965,935,114,137000
80,11512,1959,1357,84,177000
50,5362,1910,1250,0,139000
90,11345,1948,1920,567,137000
60,12936,1972,1395,0,162000
80,17871,1967,1724,359,197900
60,9473,2002,2031,0,237000
50,7500,1920,1128,0,68400
20,9808,2002,1573,110,227000
20,8049,1990,1339,54,180000
20,8800,1977,1040,0,150500
90,9400,1971,1824,0,139000
50,9638,1919,2447,0,169000
50,6000,1939,1412,0,132500
20,9790,1963,1328,451,143000
20,36500,1964,1582,621,190000
120,5664,2000,1659,0,278000
60,11065,2006,1970,788,281000
80,14112,1964,1152,86,180500
160,1680,1972,1302,268,119500
70,6600,1892,2372,0,107500
60,10140,1976,1664,0,162900
20,8172,1955,864,0,115000
20,8400,1968,1052,168,138500
20,8700,1963,1128,148,155000
180,3675,2005,1072,82,140000
60,63887,2008,5642,796,160000
20,7500,1959,1246,0,154000
60,10762,1999,1983,344,225000
70,7500,1942,1494,0,177500
60,10120,1994,2526,391,290000
20,8688,2005,1616,228,232000
160,3363,2004,1708,117,130000
20,13173,2006,1652,300,325000
120,6955,2005,1368,94,202500
20,8072,1994,990,0,138000
20,12000,1948,1122,0,147000
20,7153,1991,1294,88,179200
20,17500,1959,1902,0,335000
20,8814,2005,1274,80,203000
60,9572,1990,2810,336,302000
60,14774,1999,2599,165,333168
20,8190,1954,948,0,119000
60,11075,1969,2112,0,206900
20,10226,2008,1630,270,295493
120,4230,2006,1352,0,208900
20,14781,2001,1787,178,275000
20,10215,1954,948,132,111000
20,8400,1957,1478,0,156500
20,6627,1949,720,0,72500
60,10186,1992,1923,0,190000
30,5330,1940,708,0,82500
20,9986,2006,1795,428,147000
30,3636,1922,796,0,55000
30,4270,1931,774,0,79000
20,6600,1982,816,0,130500
50,10440,1920,2792,0,256000
60,9084,1998,1632,0,176500
20,10000,2006,1588,410,227000
80,10780,1976,954,0,132500
20,8877,1938,816,0,100000
50,7200,1938,1360,0,125500
160,2368,1970,1365,312,125000
20,9650,1977,1334,360,167900
90,9246,1973,1656,564,135000
30,4118,1941,693,0,52500
60,13450,2002,1861,0,200000
20,9560,1972,864,0,128500
20,8294,1971,872,0,123000
20,13695,2003,1114,0,155000
60,9375,2002,2169,149,228500
50,7558,1928,1913,0,177000
60,11103,2006,1456,0,155835
30,6000,1920,960,0,108500
20,20781,1968,2156,0,262500
20,15306,2006,1776,100,283463
20,16196,1998,1494,0,215000
70,5250,1872,2358,0,122000
90,11643,1969,2634,368,200000
60,9247,1962,1716,318,171000
50,6000,1937,1176,0,134900
50,14720,1995,3238,579,410000
60,10316,2000,1865,0,235000
80,10192,1968,1920,143,170000
20,9477,1966,892,65,110000
20,12537,1971,1078,0,149900
160,2117,2000,1573,216,177500
20,16737,2004,1980,66,315000
70,9842,1921,2601,0,189000
20,16158,2005,1530,16,260000
50,12513,1920,1738,0,104900
60,8499,2006,1412,0,156932
160,3180,2005,1200,0,144152
60,7500,2000,1674,0,216000
60,9179,1999,1790,158,193000
160,2665,1977,1475,0,127000
120,4435,2003,848,170,144000
20,10635,2003,1668,171,232000
50,5400,1920,1374,0,105000
80,9600,1955,1661,0,165500
60,9750,1998,2097,0,274300
20,11400,2001,2633,705,466500
60,10625,2005,1958,0,250000
20,10991,2007,1571,80,239000
30,6292,1930,790,0,91000
50,10998,1941,1604,0,117000
160,1953,1973,987,408,83000
80,9735,2006,1394,0,167500
30,8212,1914,864,0,58500
20,12925,1970,2117,0,237500
70,7200,1920,1762,0,157000
30,25339,1918,1416,0,112000
50,9060,1939,1258,0,105000
50,5436,1922,1154,0,125500
60,16692,1978,2784,184,250000
50,8520,1916,2526,0,136000
20,14892,2006,1746,160,377500
50,6000,1941,1218,0,131000
20,9100,2000,1525,244,235000
90,8944,1967,1584,0,124000
85,7838,1967,900,0,123000
190,10800,1905,1912,0,163000
120,4045,2006,1500,45,246578
60,12665,2005,2482,245,281213
20,57200,1948,1687,0,160000
70,6120,1920,1513,0,137500
50,7200,1950,1904,0,138000
50,6171,1925,1608,0,137450
50,6000,1929,1158,0,120000
60,7415,2004,1593,0,193000
20,6762,2006,1294,0,193879
20,15256,2007,1464,84,282922
50,10410,1915,1214,0,105000
120,3842,2004,1646,174,275000
85,8445,1972,768,0,133000
20,8780,1985,833,0,112000
70,7740,1910,1363,0,125500
60,20544,1986,2093,123,215000
60,12420,2001,1840,0,230000
50,9600,1950,1668,0,140000
90,7200,1949,1040,0,90000
20,10994,2005,1844,366,257000
50,13053,1923,1848,0,207000
120,3635,2007,1569,130,175900
190,11340,1885,2290,0,122500
60,16545,1998,2450,731,340000
20,9204,1963,1144,0,124000
20,16381,1969,1844,312,223000
60,11700,1968,1416,420,179900
120,4043,1977,1069,0,127500
120,4435,2003,848,170,136500
80,19690,1966,2201,0,274970
20,9503,1958,1344,0,144000
20,10721,1959,1252,243,142000
60,10944,1994,2127,448,271000
50,10930,1945,1558,0,140000
30,7200,1940,804,294,119000
20,12546,1981,1440,310,182900
60,21930,2005,1838,0,192140
120,4928,1976,958,0,143750
30,10800,1927,968,0,64500
60,10261,2000,1792,318,186500
20,17400,1977,1126,0,160000
20,8400,1962,1537,237,174000
20,9000,1971,864,0,120500
20,12444,2008,1932,426,394617
20,7407,1957,1236,0,149700
60,11584,1979,1725,96,197000
70,11526,1922,2555,0,191000
120,4426,2004,848,147,149300
60,11003,2008,2007,160,310000
30,8854,1916,952,0,121000
20,8500,2004,1422,106,179600
85,8400,1966,913,0,129000
20,26142,1962,1188,189,157900
60,10000,1995,2090,438,240000
50,11767,1910,1346,0,112000
180,1533,1970,630,0,92000
90,9000,1974,1792,0,136000
20,9262,2008,1578,194,287090
180,3675,2005,1072,80,145000
20,17217,2006,1140,0,84500
20,7500,2004,1221,0,185000
60,7917,1999,1647,0,175000
20,13175,1978,2073,119,210000
70,9042,1941,2340,0,266500
20,9717,1950,1078,0,142125
20,9937,1965,1256,0,147500
